뉴스 식별자,일자,언론사,기고자,제목,통합 분류1,통합 분류2,통합 분류3,사건/사고 분류1,사건/사고 분류2,사건/사고 분류3,인물,위치,기관,키워드,특성추출(가중치순 상위 50개),본문,URL,분석제외 여부
02100601.20230119144452001,20230119,한국경제,김은지,"""나 찍는 카메라, 다 캐논이네요"" 이재용, 의미심장한 농담",IT_과학>모바일,,,,,,"정의선,이재용,이,신동빈,조현상,허태수,최태원,손경식","미국,다보스,아부다비,스위스,뉴욕,부산,한국의 밤,아메론","일화,일본,대한상의,SK그룹,삼성전자,한국,2030,롯데그룹,삼성,효성그룹,캐논,대한상공회의소,골드만삭스,GS그룹,LG,투자은행,현대차그룹,CJ그룹","카메라,캐논이,이재용,농담,오랜만,캐논,회장,이재용,삼성전자,18일,현지시간,스위스,다보스,아메론,호텔,한국,행사,참석,취재진,농담,회장,아부다비,취재진,오랜만,캐논,카메라,사용,직업병,동영상,캐논,취재진,회장,눈길,캐논,소니,니콘,시장,글로벌,카메라,독점,일본,간판,브랜드,카메라,캐논,회장,농담,삼성전자,제품,애착,일화,풀이,2015년,회장,부회장,골드만삭스,미국,투자,은행,업무,휴대,전화,갤럭시,사용,허가,영업,골드만삭스,투자,은행,IB,유출,업무,기밀,기술담당부서,특별,인증,휴대전화,업무용,사용,골드만삭스,아이폰,블랙베리,채택,금융,업무,진행,회장,삼성전자,엔지니어,골드만삭스,뉴욕,삼성전자,스마트폰,장점,보안,프레젠테이션,계기,삼성,휴대폰,골드만삭스,보안,인증,골드만삭스,업무,사용,기자들,자리,사랑,표현,유명,LG,스마트폰,취재진,회장,갤럭시,스마트폰,일화,유명,이날,회장,참석,한국,행사,포럼,스위스,다보스,참석자들,상대,한국,네트워크,마련,부산,세계,박람회,유치,지원,대한상공회의소,주최,재계,회장,회장,최태원,SK,그룹,대한상의,회장,회장,정의선,현대차그룹,회장,신동빈,롯데그룹,회장,허태수,GS,그룹,회장,손경식,CJ,그룹,부회장,조현상,효성그룹,참석","골드만삭스,삼성전자,캐논,스마트폰,취재진,한국,스위스,이재용,다보스,손경식,허태수,업무용,부회장,휴대전화,미국,갤럭시,최태원,박람회,조현상,현대차그룹,효성그룹","""오랜만에 봤더니 다 캐논이더라고요."" 
 
이재용 삼성전자 회장이 18일(현지시간) 스위스 다보스 아메론 호텔에서 열린 '한국의 밤' 행사에 참석해 취재진에게 건넨 의미심장한 농담이다. 
 
이 회장은 ""아부다비에서 (취재진을) 오랜만에 봤는데 다 캐논(카메라)을 사용한다""며 ""내가 직업병이 있어서 물어봤는데, 동영상이 안 돼서 다 캐논만 쓴다고 하더..",https://www.hankyung.com/economy/article/202301194018g,
02100601.20230119140658001,20230119,한국경제,신현보,"""다 캐논이더라"" 이재용 뼈 있는 농담에 현장 빵 터졌다",IT_과학>모바일,,,,,,"정의선,김승연,이재용,이,신동빈,윤석열,강태영,조현상,허태수,최태원,손경식","미국,다보스,스위스,부산,한국의 밤,아메론,한국","대한상의,SK그룹,삼성전자,2030,롯데그룹,삼성,한화그룹,애플,효성그룹,캐논,대한상공회의소,골드만삭스,GS그룹,투자은행,현대차그룹,CJ그룹","캐논,이재용,농담,현장,회장,이재용,삼성전자,18일,현지시간,스위스,다보스,아메론,호텔,한국,행사,취재진,농담,현장,웃음바다,윤석열,대통령,스위스,방문,동행,회장,이날,행사,취재진,아부다비,취재진,오랜만,캐논,카메라,현장,참석자들,취재진,웃음,회장,동영상,캐논,쓴대,직업병,사진,카메라,캐논,자사,제품,회장,애정,2015년,회장,부회장,골드만삭스,미국,투자,은행,업무,휴대,전화,갤럭시,사용,허가,영업,유출,업무,기밀,특별,인증,아이폰,블랙베리,사용,골드만삭스,삼성,휴대폰,업무,인증,업무,12월,회장,막내딸,참여,발레,공연,오페라,극장,인터뷰,요청,갤럭시,인터뷰,2016년,회장,김승연,한화그룹,모친,강태영,여사,장례식장,조문,아이폰,사용,애플,스마트폰,자신,기자단,아이폰,시선,이날,회장,참석,행사,포럼,스위스,다보스,참석자들,상대,한국,네트워크,자리,부산,세계,박람회,유치,지원,대한상공회의소,주최,마련,자리,대통령,회장,회장,최태원,SK,그룹,대한상의,회장,회장,정의선,현대차그룹,회장,신동빈,롯데그룹,회장,허태수,GS,그룹,회장,손경식,CJ,그룹,부회장,조현상,효성그룹,참석","스위스,취재진,캐논,골드만삭스,이재용,한국,손경식,허태수,갤럭시,미국,다보스,부회장,최태원,박람회,기자단,참석자,한화그룹,김승연,조현상,효성그룹,참석자들,삼성전자,현대차그룹,롯데그룹,신동빈","이재용 삼성전자 회장이 18일(현지시간) 스위스 다보스 아메론 호텔에서 열린 '한국의 밤' 행사에서 취재진에게 한 농담에 현장이 웃음바다가 됐다. 
 
윤석열 대통령의 스위스 방문을 동행 중인 이 회장은 이날 행사에서 취재진을 향해 ""아부다비에서 (취재진을) 오랜만에 봤더니 다 캐논(카메라)이더라""고 밝혔다. 
 
이에 현장에 있던 참석자들과 취재진은 ..",https://www.hankyung.com/economy/article/2023011938257,
01100901.20230119133239001,20230119,중앙일보,한지혜.김은지(han.jeehye@joongang.co.kr),"""저 찍는데 다 캐논만 쓴대요"" 기자들 빵 터뜨린 이재용 농담",IT_과학>모바일,,,,,,"정의선,이재용,이,신동빈,윤석열,조현상,허태수,최태원,손경식","미국,다보스,스위스,부산,한국의 밤,아메론,한국","대한상의,SK그룹,삼성전자,2030,롯데그룹,삼성,효성그룹,캐논,대한상공회의소,골드만삭스,GS그룹,LG,투자은행,현대차그룹,CJ그룹","캐논,기자들,이재용,농담,회장,이재용,삼성전자,18일,현지시간,스위스,다보스,아메론,호텔,한국,행사,취재진,농담,현장,웃음바다,윤석열,대통령,스위스,방문,동행,회장,한국,행사,취재진,아부다비,취재진,오랜만,캐논,카메라,사용,직업병,동영상,캐논,웃음,농담,현장,참석자,취재진,웃음,회장,자사,제품,회장,애착,2015년,회장,부회장,골드만삭스,미국,투자,은행,업무,휴대,전화,갤럭시,사용,허가,영업,유출,업무,기밀,특별,인증,아이폰,블랙베리,사용,골드만삭스,삼성,휴대폰,업무,인증,업무,회장,기자들,자리,LG,스마트폰,취재진,스마트폰,삼성,갤럭시,자사제품,애정,이날,회장,참석,행사,포럼,스위스,다보스,참석자들,상대,한국,네트워크,자리,부산,세계,박람회,유치,지원,대한상공회의소,주최,마련,자리,대통령,회장,회장,최태원,SK,그룹,대한상의,회장,회장,정의선,현대차그룹,회장,신동빈,롯데그룹,회장,허태수,GS,그룹,회장,손경식,CJ,그룹,부회장,조현상,효성그룹,참석","취재진,스위스,한국,캐논,스마트폰,갤럭시,골드만삭스,삼성,손경식,허태수,다보스,참석자,미국,부회장,이재용,기자들,최태원,박람회,조현상,효성그룹,삼성전자,현대차그룹,롯데그룹,신동빈","이재용 삼성전자 회장이 18일(현지시간) 스위스 다보스 아메론 호텔에서 열린 '한국의 밤' 행사에서 취재진에게 친근함을 보이며 짓궂은 농담을 건네 현장을 웃음바다로 만들었다. 
 
 윤석열 대통령의 스위스 방문을 동행 중인 이 회장은 '한국의 밤' 행사에서 취재진을 향해 ""아부다비에서 (취재진을) 오랜만에 봤는데 다 캐논(카메라)을 사용한다""면서 ""내가..",https://www.joongang.co.kr/article/25134859,
01100801.20230119111122001,20230119,조선일보,이가영 기자,"“나 찍는 카메라, 다 캐논이네요”... 이재용의 속마음 섞인 농담?",IT_과학>모바일,,,,,,"정의선,부치치,김동선,슈밥,윤석열,김동관,조현상,최태원,페르디난드,이재용,김동원,알렉산다르,이,신동빈,아서 G. 설즈버거,마르코스,허태수,클라우드,구광모,손경식","미국,다보스,일본,아부다비,스위스,UAE,세르비아,한국의 밤,한국,아랍에미리트,대통령,필리핀","사절단,한화,조선닷컴,SK그룹,LG그룹,한화호텔앤드리조트,삼성전자,롯데그룹,효성그룹,애플,캐논,현대차,대한상공회의소,한화솔루션,골드만삭스,세계경제포럼,한화생명,GS그룹,LG전자,CJ그룹,투자은행,뉴욕타임스(NYT)","카메라,캐논,이재용,속마음,농담,오랜만,캐논,18일,현지시각,스위스,다보스,아메론,호텔,한국,행사,회장,이재용,삼성전자,취재진들,농담,이날,행사,다보스,포럼,참석자들,상대,한국,네트워크,자리,부산세계박람회,유치,지원,대한상공회의소,주최,마련,회장,아부다비,취재진,오랜만,캐논,카메라,동영상,캐논,직업병,사진,카메라,캐논,회장,아랍에미리트,UAE,국빈,방문,윤석열,대통령,경제,사절단,아부다비,방문,대통령,스위스,다보스,포럼,방문,동행,캐논,사업,세계,카메라,사실,독점,기업,일본,삼성전자,관계자,조선닷컴,며칠,취재진들,친근감,표현,차원,농담,사전,환담,회장,20~30명,자신,글로벌,CEO,명함,이날,자리,윤석열,대통령,페르디난드,마르코스,필리핀,대통령,알렉산다르,부치치,세르비아,대통령,세계경제포럼,클라우드,슈밥,세계,경제,포럼,WEF,회장,아서,아서,G.,설즈버거,뉴욕타임스,NYT,회장,참석,재계,회장,회장,최태원,SK,그룹,회장,정의선,현대차,회장,구광모,LG,그룹,회장,신동빈,롯데그룹,회장,허태수,GS,그룹,회장,손경식,CJ,그룹,부회장,조현상,효성그룹,참석,한화,부회장,김동관,한화솔루션,부사장,김동원,한화생명,전무,김동선,한화호텔앤드리조트,3형제,참석,회장,삼성전자,제품,애착,2015년,회장,골드만삭스,미국,투자,은행,업무,휴대,전화,갤럭시,사용,허가,경영진,골드만삭스,고위,영업,12월,회장,막내딸,참여,발레,공연,오페라,극장,인터뷰,요청,갤럭시,인터뷰,회장,LG,전자,휴대,전화,갤럭시,스마트폰,선물,회장,아이폰,사용,애플,스마트폰,자신,기자단,아이폰","캐논,삼성전자,골드만삭스,갤럭시,취재진,스위스,이재용,한국,허태수,손경식,아서,구광모,스마트폰,부회장,미국,다보스,아부다비,최태원,뉴욕타임스,설즈버거,부산세계박람회,한화호텔앤드리조트,김동선,한화생명,김동원","“오랜만에 봤더니 다 캐논이더라고요.” 
 
18일(현지시각) 스위스 다보스 아메론 호텔에서 열린 ‘한국의 밤’ 행사에서 이재용 삼성전자 회장이 취재진들에게 다가와 한 농담이다. 
 
이날 행사는 ‘다보스 포럼’ 참석자들을 상대로 한국을 알리고 네트워크를 다지기 위한 자리로, 올해는 ‘2030년 부산세계박람회’ 유치를 지원하기 위해 대한상공회의소 주최로..",https://www.chosun.com/economy/economy_general/2023/01/19/AORGQIBNGVAUFBONJ3QEB7ZMJQ/?utm_source=bigkinds&utm_medium=original&utm_campaign=news,
07101201.20230119083050001,20230119,디지털타임스,김나인,애플마저...반도체-배터리 못 구해 AR글라스 출시 연기,IT_과학>모바일, 경제>반도체, 경제>유통,,,,,하도,애플,"애플,반도체,배터리,연기,AR,글라스,출시,블룸버그,애플,예정,증강현실,AR,출시,스마트,글라스,연기,제조,반도체,배터리,블룸버그,통신,18일,현지시간,애플,공개,계획,스마트,글라스,기술적,2025년,보도,스마트,글라스,안경,AR,장치,주변,환경,투사,콘텐츠,각종,디지털,정보,가상현실,VR,헤드셋,부피,스마트,글라스,애플,아이폰,대체,수단,전화,사진,스마트폰,스마트,글라스,계획,제조,스마트,글라스,반도체,배터리,조달,애플,발목,애플,스마트,글라스,내년,VR,헤드셋,출시,방향,전환,VR,헤드셋,애플,VR,기기,절반,가격,애플,VR,헤드셋,가격,3000달러,369만,고가,책정,고해상,디스플레이,10대,카메라,VR,전용,애플,제품,리얼리티,프로,리얼리티,이름,상표,출원,프로,초기,모델,버전,애플,전용,이름,전용,추정,리얼리티,프로세서,상표,출원","vr,헤드셋,블룸버그,ar,반도체,고해상,369만,10대,증강현실,3000달러,가상현실,스마트폰,애플,글라스,스마트,출시,리얼리티,연기,전용,가격,배터리,이름,제조,각종,디지털,프로,상표,장치","애플이 올해 내놓을 예정이었던 증강현실(AR) 스마트 글라스 출시를 2년 연기할 것으로 보인다. 제조에 필요한 반도체와 배터리를 구하기 힘든 게 이유다. 



블룸버그 통신은 18일(현지시간) 애플이 올해 공개할 계획이었던 스마트 글라스를 기술적인 문제 때문에 2025년까지 늦추기로 했다고 보도했다. 



스마트 글라스는 안경처럼 쓸 수 있는 AR ..",http://www.dt.co.kr/contents.html?article_no=2023011902109931029001&ref=jeadan,
01100801.20230119030724001,20230119,조선일보,박순찬 기자,사람크기 화면 ‘똑똑’하자 상대방 나오며 “안녕?”,IT_과학>모바일,,,,,,홍병희,"프랑스,미국,일본,대화면,라스베이거스,대만,한국","포항공대,문우리,그래핀스퀘어,신원,서울대,카이스트,스타트업 인디노브,포티파이,스타트업,Consumer Electronics Show,대학,CES,연세·고려대,정부,펫나우,와이브러시","사람크기,화면,상대방,CES,등장,스타트업,아이디어,화면,상대방,전달,대화면,실시간,소통,가능,순간이동,teleport,6일,현지,시각,미국,라스베이거스,CES,세계,최대,전시회,Consumer,Electronics,Show,전시장,프랑스,스타트업,프렌치,La,French,테크,부스,스타트업,관계자,사람,크기,대화면,기기,CES,스타트업,아이디어,프랑스,스타트업,비트레,La,Vitre,제품,방향,소통,가능,터치스크린,인치,터치,스크린,카메라,마이크,화면,실제,사람,대화,느낌,화면,상대방,스마트폰,전달,회사,관계자,세계,원격,근무,팀원,실시간,소통,콘퍼런스,무대,장비,유명,연사,강의,가능,세계,사람들,원격,인터뷰,AR,증강현실,홀로그램,사용,저비용,원격,소통,해결,실용,CES,스타트업,전용관,유레카,파크,세계,스타트업,아이디어,한데,아이디어,용광로,정부,중소벤처기업부,대학,서울대,연세,고려대,카이스트,포항공대,공기업,주도,참가,한국,프랑스,일본,대만,국가,부스,아이디어,스타트업,펫나우,AI,인공지능,고양이,얼굴,인식,신원,파악,동물,식별,식별용,삽입,AI,개별,동물,구분,회사,관계자,AI,고양,얼굴,인식,99%,수준,반려묘,프로필,유기묘,발견,얼굴,사진,주인,가능,서울대,화학부,홍병희,교수,창업,그래핀스퀘어,투명,종이,그래핀,성질,활용,가상,Virtual,벽난,라디에이터,CES,최고,혁신,에어백,벨트,관리,맞춤,마음,관리,코로나,안전,헬스케어,스타트업,세이프웨어,추락,근로자,추락,보호,C3,산업,에어백,CES,혁신,인디노브,프랑스,스타트업,노인,낙상,부상,에어백,벨트,출품,와이브러시,10초,효과적,양치,3만,전동,칫솔,치약,10초,작동,일반,칫솔,2분,양치질,효과,회사,설명,정신,전문의,문우리,대표,창업,포티파이,40FY,관리,마인들링,맞춤,마음,관리,마인,들링,CES,혁신,스마트폰,카메라,손가락,심박,변이도,측정,스트레스,지수,지수,회복,탄력,파악,검사,자체,심리,프로그램,맞춤,심리,제안","스타트업,ces,에어백,프랑스,서울대,부스,관계자,대화면,스마트폰,터치스크린,ai,실시간","“화면을 똑똑 두드리면 바로 상대방에게 알림이 전달되고, 이렇게 대화면에 나와 실시간 소통이 가능하죠. 이게 바로 순간이동(teleport) 아닌가요?” 
 
지난 6일(현지 시각) 미국 라스베이거스에서 열린 세계 최대 IT 전시회 CES(Consumer Electronics Show) 전시장. 프랑스 스타트업이 모인 ‘라 프렌치(La French) 테..",https://www.chosun.com/economy/economy_general/2023/01/19/7PEF4U3LYNHURHGFWY4NUY6FLI/?utm_source=bigkinds&utm_medium=original&utm_campaign=news,
01100801.20230119030650001,20230119,조선일보,박순찬 기자,"“내달 출시 갤S23, 최고 중의 최고 달도 선명히 촬영”",IT_과학>모바일, 경제>유통, 경제>반도체,,,,노태문,"미국,고성,한국,샌프란시스코","퀄컴,삼성전자,달,삼성","갤S23,내달,출시,최고,최고,촬영,사장,삼성전자,노태문,가격,15만,원가량,사업,삼성전자,스마트폰,총괄,노태문,사진,MX사업부장,사장,출시,S23,스마트폰,갤럭시,성능,품질,최고,최고,삼성,뉴스룸,홈페이지,기고문,갤럭시,시리즈,생활,필수적,기본,경험,집중,상황,수준,사진,영상,프로,카메라,삼성,파트너십,바탕,탄생,칩셋,반도체,탑재,갤럭시S23,자체,2억,화소,카메라,퀄컴,협업,반도체,갤럭시,맞춤,AP,탑재,삼성전자,이날,예고,영상,공개,갤럭시,시리즈,대표,색상,녹색,카메라,모양,등장,15초,영상,야간,선명,카메라,강조,해석,삼성전자,1일,10시,한국,시각,3시,미국,샌프란시스코,언팩,삼성,갤럭시,행사,시리즈,공개,17일,출시,예정,가격,전작,갤럭시,15만,원가량,인상,전망,기본,모델,갤럭시S23,256GB,기준,가격,115만,안팎,S23플러스,울트라,가격,135만,160만,수준,예상","갤럭시,삼성전자,삼성,스마트폰,노태문,홈페이지,반도체,갤럭시s23,원가량,15만,한국,기고문,미국,사업부장,160만,115만,2억,135만","삼성전자 스마트폰 사업을 총괄하는 노태문<사진> MX사업부장(사장)이 다음 달 출시하는 스마트폰 갤럭시 S23에 대해 “성능과 품질 면에서 최고 중의 최고”가 될 것이라고 했다. 
 
그는 18일 삼성 뉴스룸 홈페이지에 올린 기고문에서 “이번 갤럭시S 시리즈는 생활에 필수적인 기본 경험에 더 집중했다”며 “어떤 상황에서도 수준 높은 사진과 영상을 찍을 ..",https://www.chosun.com/economy/economy_general/2023/01/19/IEP2VVQKHVA6NLMU44MDUEWMPQ/?utm_source=bigkinds&utm_medium=original&utm_campaign=news,
01100401.20230119030139001,20230119,동아일보,곽도영,"노태문 사장 “갤S23, 생활 필수적인 기본 경험에 집중”",IT_과학>모바일, IT_과학>콘텐츠,,,,,노태문,,"애플,HP,퀄컴,삼성전자,삼성","갤S23,노태문,사장,생활,필수,기본,경험,집중,프로,카메라,강조,100만,기본,모델,모바일경험,노태문,삼성전자,모바일,경험,MX,사업부장,사장,사진,삼성전자,뉴스룸,기고문,전략,스마트폰,갤럭시,방향성,공유,행사,공개,갤럭시,2주일,기고문,사장,제목,최고,삼성,갤럭시,프리미엄,기준,갤럭시,시리즈,갤럭시,생활,필수적,기본,경험,집중,프로,카메라,사용자,주변,상황,수준,사진,영상,프리미엄,제품,강조,갤럭시,삼성전자,공개,HP2,화소,이미지,센서,아이소셀,HP2,탑재,스마트폰,두뇌,애플리케이션프로세서,AP,퀄컴,차세대,차세대,스냅드래곤,채택,사장,삼성,파트너십,철학,탄생,칩셋,하드웨어,소프트웨어,최적,갤럭시,경험,제공,업계,가격,갤럭시,전작,대비,기본,모델,100만,전망","갤럭시,삼성전자,기고문,차세대,노태문,스마트폰,삼성,아이소셀,100만,애플리케이션프로세서,퀄컴,하드웨어,사업부장,사용자,스냅드래곤,방향성,2주일,모바일경험,뉴스룸","노태문 삼성전자 모바일경험(MX)사업부장(사장 사진)이 18일 삼성전자 뉴스룸 기고문을 통해 올해의 전략 스마트폰 ‘갤럭시 S23’의 방향성을 공유했다. 신제품 공개 행사인 ‘갤럭시 언팩 2023’을 2주일 앞두고서다. 
 
 노 사장 기고문의 제목은 ‘최고의 삼성 갤럭시로 새로운 프리미엄의 기준을 세우다’다. 그는 이 글에서 “이번에 발표할 갤럭시 S..",https://www.donga.com/news/Economy/article/all/20230118/117502012/1,
02100101.20230118194507001,20230118,매일경제,김우현 매경닷컴 기자(rightside@mk.co.kr),‘반값’ 구형폰 써야하나 갤S23 기본형도 100만원 넘는다,경제>자동차, 경제>유통, IT_과학>모바일,,,,노태문,"캐나다,미국,영국,홍콩,경기,계산,한국,샌프란시스코,호주","애플,퀄컴,삼성전자,나인투파이브구글,삼성,톰스가이드","반값,기본형,구형폰,기본,100만,전망,모델,최소,달러,인상,내달,출시,삼성전자,갤럭시S23,플래그십,스마트폰,갤럭시,갤S23,시리즈,가격,최소,전망,환율,적용,기본,모델,출고가,100만,나인투파이브구글,해외,매체,가격,정보,삼성,가격,인상,준비,시사,호주,유출,가격,시리즈,인용,출고가,미국,기준,예상,나인투파이브구글,계산,기본형,최저,용량,기준,기본,가격,940달러,116만,상위,모델,플러스,1149달러,142만,모델,울트라,1358달러,168만,전작,비교,모델,가격,100달러,12만,출시,시리즈,기본형,플러스,울트라,모델,799달러,999달러,1199달러,출시,한국,기본,출고가,99만,인상분,반영,100만,가능성,업계,원자재,부품,상승,부품,시리즈,가격,인상,예상,갤럭시,시리즈,퀄컴,최신,애플리케이션,프로세서,AP,스냅드래곤,탑재,울트라,모델,시리즈,카메라,화소,관측,나인투파이브구글,환산,금액,미국,호주,단말기,밀리미터,mmWave,지원,미국,출고가,가능성,밀리미터파,24GHz,고대역,주파수,3.5,GHz,5G,주파수,속도,4~5배,삼성전자,시리즈,출고가,수익성,확보,흥행,걸림돌,세계적,경기,침체,스마트폰,수요,출시,경쟁작,애플,아이폰,시리즈,미국,캐나다,홍콩,출고가,동결,상대적,가격,매력도,한국,전작,시리즈,가격,걸림돌,통신사,제공,공시지원금,추가,보조금,울트라,모델,256GB,출고가,절반,수준,70만,원대,갤S23,체감,성능,개선,차선책,소비자,미국,미국,매체,톰스가이드,삼성,영국,국가,출고가,경제,침체기,이치,결정,삼성전자,현지,시각,내달,10시,한국,시각,3시,미국,샌프란시스코,언팩,갤럭시,행사,예정,사장,노태문,삼성전자,MX,사업부장,기고문,사내,갤럭시,시리즈,칩셋,하드웨어,소프트웨어,최적,갤럭시,경험,제공,평가,기대감","출고가,미국,기본형,삼성전자,갤s23,갤럭시,한국,100만,나인투파이브구글,스마트폰,주파수,밀리미터파,호주,삼성,구형폰,100달러,사업부장,노태문,원자재","전 모델 최소 100달러 인상 전망

내달 출시되는 삼성전자의 플래그십 스마트폰 ‘갤럭시S23(이하 갤S23)’ 시리즈의 가격이 최소 12만원 오른다는 전망이 나왔다. 현재 환율을 적용하면 기본형 모델의 국내 출고가는 100만원을 넘을 것으로 보인다.
18일 해외 IT 매체 나인투파이브구글은 “새로운 가격 정보는 삼성이 가격 인상을 준비하고 있다는 걸 ..",http://www.mk.co.kr/article/10611609,
02100601.20230118192804001,20230118,한국경제,김정아,"애플,올해 AR안경 출시 연기 혼합현실 헤드셋 먼저 출시",IT_과학>모바일, IT_과학>과학, IT_과학>콘텐츠,,,,,,"애플,메타,페이스북,한경 글로벌","애플,연기,AR,안경,출시,혼합현실,헤드셋,출시,기사,글로벌마켓,최대,해외,투자,정보,플랫폼,한경,글로벌,마켓,게재,기사,애플,예정,증강현실,AR,안경,출시,혼합현실,헤드셋,출시,계획,18일,현지시간,블룸버그,애플,AAPL,공개,계획,증강,현실,안경,기술적,연기,2024년,2025년,헤드셋,혼합,현실,저가,버전,출시,애플,AR,안경,출시,하루,종일,착용,가능,AR안경,블룸버그,지적,애플,AR,VR,장치,장래,수익원,페이스북,모회사,메타,META,지배,VR,헤드셋,비디오,게임,가상,회의실,대화,몰입감,경험,제공,안경,AR,정보,실제,시각,안경,렌즈,투사,구조,출시,예정,애플,초기,혼합,현실,장치,가격,3,000,예상,장치,첨단,디스플레이,10개,카메라,사용자,판단,센서,프로세서,Mac,AR,반도체,VR,영상,처리,전용,사용,애플,아이폰,동일,반도체,사용,장치,후속,혼합,현실,가격,메타,VR헤드셋,1,500,애플,부피,AR,글래스,스마트폰,착용자,시야,아이폰,대체,장치,사용자,수신,지도,확인,전화,얼굴,사진,온종일,착용,정도,경량,제품,반도체,내장형,배터리,소프트웨어,소재,조달,불가능","ar,헤드셋,반도체,vr,메타,사용자,블룸버그,증강현실,혼합현실,한경,ar안경,회의실,몰입감,페이스북,수익원,모회사,착용자,글로벌마켓,온종일,스마트폰,내장형","이 기사는 국내 최대 해외 투자정보 플랫폼 한경 글로벌마켓에 게재된 기사입니다. 
 
 
애플은 올해 예정했던 증강현실(AR) 안경 출시를 미루고 혼합현실(MR) 헤드셋을 출시할 계획이다. 
 
18일(현지시간) 블룸버그에 따르면 애플(AAPL)은 당초 올해 공개할 계획이었던 증강현실 안경을 기술적 문제로 연기하기로 했다. 대신 2024년 또는 2025..",https://www.hankyung.com/economy/article/202301182279i,
